,dt,pm2_5,pm10,co,no2,o3,so2
1384,2022-03-01 16:00:00,26.87,29.95,407.22,46.61,9.66,4.05
1385,2022-03-01 17:00:00,29.03,32.42,447.27,50.72,0.74,3.87
1386,2022-03-01 18:00:00,31.18,34.92,487.33,48.67,0.01,4.17
1387,2022-03-01 19:00:00,33.22,37.24,527.38,47.3,0.0,4.29
1388,2022-03-01 20:00:00,33.54,37.79,527.38,47.98,0.0,3.34
1389,2022-03-01 21:00:00,31.87,36.42,494.0,47.98,0.0,2.56
1390,2022-03-01 22:00:00,29.74,34.57,453.95,45.93,0.0,2.03
1391,2022-03-01 23:00:00,28.63,33.33,440.6,43.53,0.0,1.43
1392,2022-03-02 00:00:00,26.69,30.86,440.6,43.53,0.0,1.06
1393,2022-03-02 01:00:00,24.39,27.99,423.91,42.84,0.0,0.86
1394,2022-03-02 02:00:00,22.9,26.26,410.56,40.78,0.0,0.83
1395,2022-03-02 03:00:00,22.42,25.78,403.88,38.73,0.0,0.92
1396,2022-03-02 04:00:00,22.69,26.14,400.54,37.01,0.01,1.01
1397,2022-03-02 05:00:00,23.2,26.62,403.88,35.99,0.01,0.95
1398,2022-03-02 06:00:00,24.26,27.62,413.89,35.3,0.01,1.31
1399,2022-03-02 07:00:00,24.69,27.84,410.56,36.33,0.04,1.51
1400,2022-03-02 08:00:00,24.49,27.81,413.89,34.96,0.97,1.7
1401,2022-03-02 09:00:00,24.08,27.67,420.57,31.87,3.08,1.97
1402,2022-03-02 10:00:00,22.3,25.86,380.52,26.05,14.31,2.32
1403,2022-03-02 11:00:00,20.8,24.25,373.84,20.05,20.74,2.47
1404,2022-03-02 12:00:00,19.71,23.22,367.16,18.16,26.82,2.65
1405,2022-03-02 13:00:00,18.72,21.73,333.79,16.45,54.36,3.1
1406,2022-03-02 14:00:00,18.32,21.33,327.11,16.96,61.51,3.16
1407,2022-03-02 15:00:00,17.75,21.15,330.45,20.22,60.8,3.13
1408,2022-03-02 16:00:00,17.71,21.51,347.14,28.45,52.21,3.16
1409,2022-03-02 17:00:00,18.03,21.78,367.16,38.04,38.98,3.19
1410,2022-03-02 18:00:00,18.62,22.13,377.18,42.84,31.83,3.37
1411,2022-03-02 19:00:00,19.88,23.45,383.85,43.87,27.89,3.67
1412,2022-03-02 20:00:00,21.61,25.29,390.53,45.24,23.96,3.46
1413,2022-03-02 21:00:00,21.98,25.37,393.87,46.61,19.49,2.56
1414,2022-03-02 22:00:00,20.09,22.63,377.18,43.18,19.67,1.64
1415,2022-03-02 23:00:00,18.86,20.82,357.15,35.3,21.99,1.07
1416,2022-03-03 00:00:00,20.35,22.23,350.48,30.85,22.17,0.83
1417,2022-03-03 01:00:00,23.04,25.06,353.81,29.13,20.56,0.76
1418,2022-03-03 02:00:00,25.79,27.99,357.15,28.45,19.13,0.81
1419,2022-03-03 03:00:00,28.29,30.63,363.83,27.76,18.06,0.97
1420,2022-03-03 04:00:00,30.43,32.9,373.84,27.42,17.34,1.1
1421,2022-03-03 05:00:00,32.35,34.85,380.52,28.45,15.56,1.21
1422,2022-03-03 06:00:00,33.95,36.48,397.21,33.93,10.73,1.68
1423,2022-03-03 07:00:00,35.13,37.73,410.56,40.1,4.69,2.26
1424,2022-03-03 08:00:00,35.8,38.5,417.23,35.99,8.94,2.47
1425,2022-03-03 09:00:00,35.94,38.77,413.89,28.45,18.42,2.68
1426,2022-03-03 10:00:00,35.64,38.46,390.53,22.28,30.76,3.1
1427,2022-03-03 11:00:00,35.33,38.17,380.52,18.51,34.69,2.98
1428,2022-03-03 12:00:00,35.0,37.88,367.16,16.28,38.27,3.04
1429,2022-03-03 13:00:00,34.23,36.88,330.45,11.48,66.52,2.5
1430,2022-03-03 14:00:00,33.3,35.96,320.43,9.85,75.1,2.32
1431,2022-03-03 15:00:00,32.62,35.33,320.43,11.31,76.53,2.68
1432,2022-03-03 16:00:00,30.93,33.61,337.12,18.34,69.38,3.22
1433,2022-03-03 17:00:00,28.43,31.24,360.49,29.13,56.51,3.4
1434,2022-03-03 18:00:00,29.27,32.74,390.53,39.07,41.48,3.99
1435,2022-03-03 19:00:00,34.12,38.19,427.25,47.98,27.89,5.72
1436,2022-03-03 20:00:00,34.57,38.33,420.57,47.98,26.46,5.96
1437,2022-03-03 21:00:00,33.15,36.58,410.56,45.24,28.25,4.47
1438,2022-03-03 22:00:00,32.54,35.92,413.89,45.24,25.39,2.65
1439,2022-03-03 23:00:00,31.5,34.48,400.54,43.18,21.46,1.39
1440,2022-03-04 00:00:00,32.2,34.58,370.5,35.3,23.25,0.89
1441,2022-03-04 01:00:00,34.42,36.53,353.81,27.08,28.61,0.86
1442,2022-03-04 02:00:00,37.64,39.73,353.81,21.76,35.41,1.01
1443,2022-03-04 03:00:00,39.36,41.42,360.49,18.85,40.77,1.18
1444,2022-03-04 04:00:00,37.1,39.07,357.15,17.65,43.63,1.21
1445,2022-03-04 05:00:00,33.56,35.51,350.48,18.34,43.27,1.15
1446,2022-03-04 06:00:00,31.05,33.03,357.15,23.65,36.84,1.55
1447,2022-03-04 07:00:00,29.55,31.67,367.16,32.56,26.11,2.03
1448,2022-03-04 08:00:00,28.33,30.57,373.84,32.56,23.96,2.06
1449,2022-03-04 09:00:00,26.77,29.06,370.5,26.05,31.11,2.21
1450,2022-03-04 10:00:00,24.67,26.87,350.48,20.56,41.48,2.35
1451,2022-03-04 11:00:00,24.19,26.42,340.46,18.51,42.92,2.41
1452,2022-03-04 12:00:00,24.7,27.02,337.12,17.65,42.2,2.5
1453,2022-03-04 13:00:00,16.31,17.48,280.38,8.4,87.98,2.09
1454,2022-03-04 14:00:00,13.7,14.53,267.03,5.83,98.71,1.71
1455,2022-03-04 15:00:00,13.63,14.42,263.69,5.83,100.14,1.62
1456,2022-03-04 16:00:00,15.22,16.36,293.73,21.76,66.52,2.18
1457,2022-03-04 17:00:00,18.32,20.08,343.8,47.3,21.99,2.62
1458,2022-03-04 18:00:00,21.42,23.82,393.87,58.95,1.15,2.89
1459,2022-03-04 19:00:00,24.35,27.5,433.92,58.95,0.11,2.95
1460,2022-03-04 20:00:00,26.87,30.61,453.95,58.95,0.12,2.56
1461,2022-03-04 21:00:00,28.45,32.36,460.62,58.95,0.41,2.24
1462,2022-03-04 22:00:00,27.94,31.3,427.25,59.63,2.68,2.0
1463,2022-03-04 23:00:00,27.6,30.32,410.56,55.52,5.54,1.48
1464,2022-03-05 00:00:00,28.04,30.23,383.85,44.55,14.13,1.13
1465,2022-03-05 01:00:00,28.8,30.79,353.81,31.87,26.11,0.97
1466,2022-03-05 02:00:00,29.73,31.69,340.46,25.36,30.04,0.77
1467,2022-03-05 03:00:00,30.61,32.66,340.46,24.33,27.18,0.75
1468,2022-03-05 04:00:00,31.65,33.75,347.14,26.39,20.74,1.25
1469,2022-03-05 05:00:00,32.58,34.71,360.49,29.47,15.38,1.79
1470,2022-03-05 06:00:00,34.41,36.57,387.19,35.99,8.23,2.77
1471,2022-03-05 07:00:00,36.44,38.69,417.23,42.16,2.17,3.67
1472,2022-03-05 08:00:00,38.11,40.51,453.95,39.07,6.26,3.28
1473,2022-03-05 09:00:00,40.47,43.1,500.68,37.01,11.62,3.78
1474,2022-03-05 10:00:00,40.62,43.08,447.27,34.27,34.33,5.84
1475,2022-03-05 11:00:00,43.11,45.66,460.62,34.62,41.48,6.91
1476,2022-03-05 12:00:00,46.6,49.26,487.33,38.04,43.27,7.57
1477,2022-03-05 13:00:00,41.3,43.43,403.88,27.42,70.81,6.38
1478,2022-03-05 14:00:00,37.99,39.92,370.5,21.76,80.11,5.6
1479,2022-03-05 15:00:00,36.53,38.6,353.81,19.88,79.39,4.89
1480,2022-03-05 16:00:00,37.85,40.51,350.48,23.31,65.09,3.99
1481,2022-03-05 17:00:00,41.41,44.89,360.49,32.56,41.84,3.01
1482,2022-03-05 18:00:00,43.81,48.07,373.84,40.44,24.68,2.41
1483,2022-03-05 19:00:00,43.93,48.78,390.53,44.55,16.27,2.09
1484,2022-03-05 20:00:00,42.38,47.53,397.21,45.24,15.02,1.85
1485,2022-03-05 21:00:00,40.81,45.96,397.21,43.87,16.63,1.71
1486,2022-03-05 22:00:00,38.82,43.86,393.87,42.16,17.52,1.71
1487,2022-03-05 23:00:00,34.29,39.04,383.85,41.81,16.45,1.67
1488,2022-03-06 00:00:00,27.63,31.91,377.18,40.1,16.27,1.88
1489,2022-03-06 01:00:00,23.3,27.35,380.52,39.07,13.95,1.94
1490,2022-03-06 02:00:00,22.14,26.36,397.21,40.44,9.57,1.88
1491,2022-03-06 03:00:00,21.92,26.43,413.89,42.5,5.28,1.83
1492,2022-03-06 04:00:00,22.31,27.16,427.25,43.87,2.19,1.82
1493,2022-03-06 05:00:00,22.64,28.01,440.6,43.87,0.77,1.94
1494,2022-03-06 06:00:00,22.82,28.89,453.95,45.24,0.2,2.62
1495,2022-03-06 07:00:00,22.14,28.85,467.3,47.98,1.18,3.22
1496,2022-03-06 08:00:00,20.93,27.8,473.98,40.44,9.03,3.67
1497,2022-03-06 09:00:00,19.2,25.72,453.95,29.47,16.63,3.34
1498,2022-03-06 10:00:00,17.15,22.74,407.22,21.59,26.46,3.16
1499,2022-03-06 11:00:00,16.05,21.3,380.52,18.16,32.19,3.19
1500,2022-03-06 12:00:00,15.28,20.12,353.81,16.11,37.19,3.34
1501,2022-03-06 13:00:00,10.54,12.79,293.73,10.28,62.23,5.3
1502,2022-03-06 14:00:00,8.56,10.01,277.04,7.03,70.81,3.31
1503,2022-03-06 15:00:00,8.69,10.02,273.7,6.77,70.81,2.38
1504,2022-03-06 16:00:00,9.15,10.57,277.04,8.05,68.66,1.91
1505,2022-03-06 17:00:00,8.58,10.13,280.38,10.11,65.09,1.68
1506,2022-03-06 18:00:00,7.07,8.64,280.38,11.14,65.09,1.64
1507,2022-03-06 19:00:00,5.72,7.24,280.38,12.0,66.52,1.64
1508,2022-03-06 20:00:00,5.15,6.71,283.72,12.68,67.95,1.56
1509,2022-03-06 21:00:00,5.16,6.85,287.06,13.19,69.38,1.43
1510,2022-03-06 22:00:00,5.56,7.42,293.73,14.22,67.23,1.52
1511,2022-03-06 23:00:00,6.12,8.24,297.07,15.08,62.23,1.61
1512,2022-03-07 00:00:00,6.86,9.32,300.41,16.11,57.22,1.74
1513,2022-03-07 01:00:00,7.71,10.6,303.75,17.31,52.21,1.94
1514,2022-03-07 02:00:00,8.72,12.0,307.08,17.82,49.35,2.21
1515,2022-03-07 03:00:00,9.74,13.33,310.42,17.99,47.92,2.92
1516,2022-03-07 04:00:00,10.91,14.77,317.1,18.16,47.21,4.29
1517,2022-03-07 05:00:00,12.22,16.37,330.45,19.88,44.35,5.72
1518,2022-03-07 06:00:00,13.75,18.19,350.48,25.02,39.7,7.15
1519,2022-03-07 07:00:00,15.03,19.82,377.18,32.56,33.97,8.58
1520,2022-03-07 08:00:00,15.66,20.74,400.54,34.27,38.27,9.78
1521,2022-03-07 09:00:00,14.69,19.65,403.88,29.82,48.64,10.37
1522,2022-03-07 10:00:00,7.85,10.51,330.45,17.14,76.53,8.34
1523,2022-03-07 11:00:00,6.22,8.27,307.08,13.19,83.68,7.21
1524,2022-03-07 12:00:00,5.37,6.88,290.39,10.02,88.69,6.2
1525,2022-03-07 13:00:00,4.95,6.05,277.04,7.63,92.98,5.3
1526,2022-03-07 14:00:00,5.58,6.59,277.04,7.8,92.98,5.25
1527,2022-03-07 15:00:00,6.49,7.6,280.38,9.51,90.12,5.96
1528,2022-03-07 16:00:00,6.75,7.98,283.72,12.0,87.26,6.56
1529,2022-03-07 17:00:00,6.34,7.64,283.72,14.74,83.68,6.5
1530,2022-03-07 18:00:00,5.84,7.13,287.06,15.94,80.82,6.14
1531,2022-03-07 19:00:00,5.89,7.23,293.73,16.28,77.25,5.36
1532,2022-03-07 20:00:00,6.3,7.86,300.41,16.96,71.53,3.67
1533,2022-03-07 21:00:00,6.78,8.58,310.42,17.82,67.23,2.32
1534,2022-03-07 22:00:00,7.11,8.95,317.1,18.16,63.66,1.88
1535,2022-03-07 23:00:00,7.07,8.72,310.42,16.28,62.94,2.06
1536,2022-03-08 00:00:00,6.97,8.35,303.75,13.37,65.09,2.26
1537,2022-03-08 01:00:00,7.02,8.16,293.73,10.45,69.38,2.32
1538,2022-03-08 02:00:00,7.09,8.08,290.39,8.23,73.67,2.15
1539,2022-03-08 03:00:00,6.83,7.78,283.72,6.94,76.53,2.03
1540,2022-03-08 04:00:00,6.46,7.4,280.38,6.6,77.25,2.09
1541,2022-03-08 05:00:00,6.18,7.16,283.72,7.11,75.82,2.26
1542,2022-03-08 06:00:00,6.28,7.34,290.39,10.2,71.53,2.68
1543,2022-03-08 07:00:00,6.5,7.68,297.07,14.57,65.09,3.04
1544,2022-03-08 08:00:00,6.25,7.47,297.07,15.42,65.09,2.77
1545,2022-03-08 09:00:00,5.74,6.85,290.39,11.82,71.53,2.59
1546,2022-03-08 10:00:00,5.27,6.19,277.04,7.8,78.68,2.53
1547,2022-03-08 11:00:00,5.44,6.32,270.37,6.77,80.11,2.53
1548,2022-03-08 12:00:00,5.73,6.57,267.03,6.34,80.82,2.44
1549,2022-03-08 13:00:00,5.79,6.54,260.35,5.74,85.12,2.12
1550,2022-03-08 14:00:00,6.09,6.8,257.02,5.65,87.98,1.94
1551,2022-03-08 15:00:00,6.3,7.01,257.02,5.74,90.84,1.86
1552,2022-03-08 16:00:00,6.63,7.4,260.35,9.25,85.12,1.94
1553,2022-03-08 17:00:00,7.32,8.24,273.7,16.45,72.24,2.06
1554,2022-03-08 18:00:00,7.99,9.08,287.06,22.28,61.51,2.18
1555,2022-03-08 19:00:00,8.73,9.96,297.07,24.33,56.51,2.26
1556,2022-03-08 20:00:00,9.59,10.92,300.41,23.31,55.79,2.41
1557,2022-03-08 21:00:00,10.77,12.18,307.08,21.76,58.65,2.74
1558,2022-03-08 22:00:00,11.95,13.4,307.08,19.88,62.23,2.92
1559,2022-03-08 23:00:00,13.01,14.45,310.42,18.51,62.23,2.56
1560,2022-03-09 00:00:00,13.97,15.39,313.76,16.79,61.51,2.15
1561,2022-03-09 01:00:00,14.77,16.17,313.76,15.08,60.8,1.82
1562,2022-03-09 02:00:00,15.46,16.86,317.1,13.88,59.37,1.62
1563,2022-03-09 03:00:00,16.06,17.51,317.1,13.19,58.65,1.52
1564,2022-03-09 04:00:00,16.88,18.38,320.43,13.19,57.22,1.49
1565,2022-03-09 05:00:00,17.58,19.16,327.11,14.22,55.07,1.59
1566,2022-03-09 06:00:00,18.5,20.18,337.12,18.34,50.07,1.94
1567,2022-03-09 07:00:00,19.36,21.17,350.48,24.33,43.63,2.26
1568,2022-03-09 08:00:00,19.58,21.52,353.81,25.7,43.63,2.5
1569,2022-03-09 09:00:00,19.56,21.64,353.81,22.62,46.49,2.68
1570,2022-03-09 10:00:00,19.65,21.85,350.48,19.88,47.92,2.71
1571,2022-03-09 11:00:00,20.38,22.7,347.14,17.82,48.64,2.71
1572,2022-03-09 12:00:00,21.58,24.02,347.14,16.79,49.35,2.71
1573,2022-03-09 13:00:00,17.64,18.84,300.41,8.57,90.84,2.0
1574,2022-03-09 14:00:00,13.51,14.27,283.72,6.0,98.71,1.61
1575,2022-03-09 15:00:00,12.48,13.14,280.38,5.57,100.14,1.43
1576,2022-03-09 16:00:00,13.57,14.54,307.08,20.56,65.09,1.85
1577,2022-03-09 17:00:00,16.46,17.98,353.81,42.16,21.46,2.26
1578,2022-03-09 18:00:00,19.53,21.59,397.21,52.78,1.39,2.59
1579,2022-03-09 19:00:00,22.36,24.89,433.92,52.09,0.07,2.62
1580,2022-03-09 20:00:00,24.95,27.62,447.27,51.41,0.07,2.15
1581,2022-03-09 21:00:00,28.59,31.06,433.92,50.72,0.93,1.77
1582,2022-03-09 22:00:00,31.24,33.29,370.5,36.67,25.75,1.45
1583,2022-03-09 23:00:00,31.92,33.82,353.81,26.39,38.27,1.1
1584,2022-03-10 00:00:00,33.28,35.21,350.48,20.05,45.42,1.09
1585,2022-03-10 01:00:00,36.1,38.12,350.48,16.62,48.64,1.25
1586,2022-03-10 02:00:00,38.32,40.35,353.81,15.59,50.78,1.3
1587,2022-03-10 03:00:00,36.95,38.89,347.14,14.57,54.36,1.25
1588,2022-03-10 04:00:00,32.93,34.76,340.46,12.85,58.65,1.15
1589,2022-03-10 05:00:00,30.39,32.15,340.46,12.17,60.08,1.07
1590,2022-03-10 06:00:00,30.01,31.77,347.14,13.88,60.08,1.25
1591,2022-03-10 07:00:00,29.12,30.88,353.81,17.65,58.65,1.48
1592,2022-03-10 08:00:00,27.35,29.12,350.48,18.68,58.65,1.7
1593,2022-03-10 09:00:00,25.98,27.82,347.14,16.79,59.37,1.91
1594,2022-03-10 10:00:00,23.01,24.71,327.11,11.82,69.38,2.03
1595,2022-03-10 11:00:00,22.9,24.59,310.42,9.6,78.68,2.29
1596,2022-03-10 12:00:00,24.52,26.26,303.75,8.48,85.12,2.56
1597,2022-03-10 13:00:00,16.96,17.97,280.38,4.5,104.43,2.03
1598,2022-03-10 14:00:00,14.19,14.97,273.7,3.6,110.15,1.73
1599,2022-03-10 15:00:00,13.36,14.1,273.7,3.77,110.15,1.61
1600,2022-03-10 16:00:00,15.29,16.09,277.04,7.03,104.43,1.73
1601,2022-03-10 17:00:00,18.93,19.94,287.06,13.37,92.98,2.0
1602,2022-03-10 18:00:00,21.68,22.94,297.07,18.51,81.54,2.32
1603,2022-03-10 19:00:00,21.73,23.12,303.75,19.88,75.82,2.56
1604,2022-03-10 20:00:00,23.1,24.56,303.75,18.51,76.53,2.65
1605,2022-03-10 21:00:00,27.53,29.07,310.42,17.48,77.25,2.65
1606,2022-03-10 22:00:00,26.93,28.41,310.42,16.62,75.82,2.53
1607,2022-03-10 23:00:00,22.01,23.38,303.75,15.08,70.81,2.53
1608,2022-03-11 00:00:00,19.23,20.58,300.41,13.54,67.23,2.8
1609,2022-03-11 01:00:00,17.86,19.15,293.73,12.0,67.95,2.8
1610,2022-03-11 02:00:00,17.35,18.62,290.39,11.14,67.95,2.71
1611,2022-03-11 03:00:00,17.41,18.7,290.39,10.62,66.52,2.62
1612,2022-03-11 04:00:00,17.96,19.29,293.73,10.11,66.52,2.62
1613,2022-03-11 05:00:00,19.73,21.14,297.07,9.94,67.95,2.65
1614,2022-03-11 06:00:00,22.03,23.5,303.75,11.31,69.38,2.74
1615,2022-03-11 07:00:00,23.35,24.84,310.42,13.37,68.66,2.71
1616,2022-03-11 08:00:00,22.57,24.06,310.42,13.54,68.66,2.53
1617,2022-03-11 09:00:00,19.81,21.19,303.75,10.97,70.81,2.18
1618,2022-03-11 10:00:00,14.91,15.99,290.39,8.14,76.53,1.51
1619,2022-03-11 11:00:00,12.0,12.94,283.72,6.34,78.68,1.09
1620,2022-03-11 12:00:00,9.36,10.18,277.04,4.46,82.25,0.81
1621,2022-03-11 13:00:00,5.52,6.14,260.35,2.91,90.12,0.55
1622,2022-03-11 14:00:00,2.85,3.31,250.34,2.46,94.41,0.43
1623,2022-03-11 15:00:00,2.84,3.27,247.0,2.63,95.84,0.44
1624,2022-03-11 16:00:00,4.76,5.24,250.34,3.38,97.27,0.58
1625,2022-03-11 17:00:00,6.35,6.88,253.68,4.41,98.71,0.69
1626,2022-03-11 18:00:00,5.12,5.64,257.02,4.84,95.84,0.72
1627,2022-03-11 19:00:00,3.89,4.4,260.35,5.01,94.41,0.77
1628,2022-03-11 20:00:00,3.09,3.58,267.03,5.14,91.55,0.82
1629,2022-03-11 21:00:00,2.98,3.4,273.7,5.48,90.12,0.91
1630,2022-03-11 22:00:00,3.0,3.29,280.38,5.65,87.26,0.95
1631,2022-03-11 23:00:00,2.28,2.48,280.38,4.58,85.83,0.77
1632,2022-03-12 00:00:00,1.67,1.82,277.04,3.21,87.98,0.57
1633,2022-03-12 01:00:00,1.57,1.72,273.7,2.36,90.12,0.42
1634,2022-03-12 02:00:00,1.75,1.94,273.7,2.31,89.41,0.39
1635,2022-03-12 03:00:00,2.01,2.24,273.7,2.46,86.55,0.39
1636,2022-03-12 04:00:00,2.4,2.67,273.7,2.7,83.68,0.42
1637,2022-03-12 05:00:00,2.87,3.18,273.7,3.21,80.11,0.47
1638,2022-03-12 06:00:00,3.32,3.68,273.7,4.67,74.39,0.6
1639,2022-03-12 07:00:00,3.56,4.0,277.04,6.6,68.66,0.72
1640,2022-03-12 08:00:00,3.35,3.89,277.04,7.71,65.8,0.81
1641,2022-03-12 09:00:00,2.96,3.56,273.7,7.03,66.52,0.86
1642,2022-03-12 10:00:00,1.98,2.51,263.69,5.57,72.24,0.78
1643,2022-03-12 11:00:00,1.4,1.9,260.35,4.63,76.53,0.75
1644,2022-03-12 12:00:00,1.2,1.68,257.02,4.24,79.39,0.77
1645,2022-03-12 13:00:00,0.93,1.29,253.68,3.68,85.12,0.71
1646,2022-03-12 14:00:00,0.84,1.14,250.34,3.34,85.83,0.58
1647,2022-03-12 15:00:00,1.11,1.42,257.02,3.04,82.97,0.42
1648,2022-03-12 16:00:00,1.57,1.86,273.7,3.34,85.12,0.44
1649,2022-03-12 17:00:00,1.51,1.78,283.72,4.16,88.69,0.47
1650,2022-03-12 18:00:00,1.2,1.48,273.7,4.5,89.41,0.48
1651,2022-03-12 19:00:00,0.87,1.15,257.02,4.37,89.41,0.5
1652,2022-03-12 20:00:00,0.64,0.92,247.0,4.07,90.12,0.51
1653,2022-03-12 21:00:00,0.58,0.84,247.0,3.9,90.12,0.51
1654,2022-03-12 22:00:00,0.67,0.93,250.34,3.77,90.12,0.48
1655,2022-03-12 23:00:00,0.77,1.05,250.34,3.51,88.69,0.43
1656,2022-03-13 00:00:00,0.92,1.24,253.68,3.38,85.83,0.42
1657,2022-03-13 01:00:00,1.12,1.48,257.02,3.38,81.54,0.44
1658,2022-03-13 02:00:00,1.65,2.03,257.02,3.47,77.96,0.53
1659,2022-03-13 03:00:00,4.92,5.38,267.03,4.24,73.67,1.13
1660,2022-03-13 04:00:00,13.21,13.72,293.73,6.08,71.53,1.8
1661,2022-03-13 05:00:00,20.93,21.41,320.43,7.2,72.24,1.74
1662,2022-03-13 06:00:00,23.91,24.39,333.79,7.11,75.1,1.52
1663,2022-03-13 07:00:00,22.66,23.15,333.79,7.45,75.82,1.31
1664,2022-03-13 08:00:00,17.88,18.39,327.11,6.85,75.82,1.09
1665,2022-03-13 09:00:00,12.27,12.77,317.1,5.31,77.25,0.91
1666,2022-03-13 10:00:00,7.93,8.41,297.07,4.11,81.54,0.73
1667,2022-03-13 11:00:00,5.2,5.67,287.06,3.3,83.68,0.64
1668,2022-03-13 12:00:00,3.3,3.73,280.38,2.87,85.83,0.6
1669,2022-03-13 13:00:00,1.57,1.84,270.37,2.53,91.55,0.59
1670,2022-03-13 14:00:00,1.15,1.36,263.69,2.48,94.41,0.66
1671,2022-03-13 15:00:00,1.05,1.26,260.35,2.87,94.41,0.77
1672,2022-03-13 16:00:00,1.06,1.29,260.35,3.9,92.98,0.86
1673,2022-03-13 17:00:00,0.98,1.21,263.69,4.46,91.55,0.82
1674,2022-03-13 18:00:00,1.41,1.66,270.37,4.37,90.84,0.76
1675,2022-03-13 19:00:00,1.69,1.93,270.37,4.03,90.12,0.74
1676,2022-03-13 20:00:00,1.57,1.79,263.69,3.64,90.84,0.75
1677,2022-03-13 21:00:00,1.54,1.73,267.03,3.56,90.84,0.78
1678,2022-03-13 22:00:00,1.46,1.62,270.37,3.81,89.41,0.85
1679,2022-03-13 23:00:00,1.34,1.49,273.7,3.86,85.83,0.95
1680,2022-03-14 00:00:00,1.4,1.57,273.7,4.11,80.82,1.03
1681,2022-03-14 01:00:00,1.87,2.1,277.04,4.88,72.24,1.01
1682,2022-03-14 02:00:00,2.82,3.12,287.06,6.08,62.23,1.0
1683,2022-03-14 03:00:00,5.34,5.75,307.08,8.23,52.21,1.24
1684,2022-03-14 04:00:00,8.38,9.0,323.77,10.8,46.49,1.52
1685,2022-03-14 05:00:00,10.43,11.41,333.79,12.68,43.27,1.64
1686,2022-03-14 06:00:00,10.41,11.61,337.12,15.08,41.13,1.77
1687,2022-03-14 07:00:00,8.6,9.89,323.77,16.79,40.05,1.94
1688,2022-03-14 08:00:00,6.73,8.03,307.08,15.77,44.35,2.24
1689,2022-03-14 09:00:00,5.67,6.97,290.39,12.34,53.64,2.38
1690,2022-03-14 10:00:00,4.83,6.09,280.38,8.74,62.94,2.32
1691,2022-03-14 11:00:00,4.33,5.5,273.7,7.2,68.66,2.32
1692,2022-03-14 12:00:00,4.02,5.1,270.37,6.43,73.67,2.21
1693,2022-03-14 13:00:00,2.78,3.63,263.69,5.65,82.25,1.82
1694,2022-03-14 14:00:00,1.65,2.3,257.02,5.65,88.69,1.48
1695,2022-03-14 15:00:00,1.4,2.05,257.02,6.43,89.41,1.4
1696,2022-03-14 16:00:00,3.23,4.39,323.77,38.04,42.2,3.1
1697,2022-03-14 17:00:00,7.29,9.34,453.95,59.63,5.5,5.25
1698,2022-03-14 18:00:00,10.26,13.19,520.71,52.78,0.22,7.21
1699,2022-03-14 19:00:00,12.18,15.76,540.73,52.09,0.0,8.82
1700,2022-03-14 20:00:00,14.14,17.93,547.41,55.52,0.0,6.74
1701,2022-03-14 21:00:00,16.0,19.56,554.08,58.26,0.0,3.99
1702,2022-03-14 22:00:00,14.88,17.83,500.68,61.01,0.0,2.26
1703,2022-03-14 23:00:00,13.1,15.92,447.27,58.26,0.0,1.3
1704,2022-03-15 00:00:00,11.34,14.17,403.88,52.78,0.07,0.88
1705,2022-03-15 01:00:00,9.71,12.44,370.5,44.55,0.66,0.7
1706,2022-03-15 02:00:00,8.28,10.73,343.8,36.67,3.89,0.61
1707,2022-03-15 03:00:00,7.18,9.28,320.43,28.45,13.77,0.57
1708,2022-03-15 04:00:00,5.97,7.78,287.06,15.77,42.2,0.64
1709,2022-03-15 05:00:00,7.05,8.62,277.04,14.05,41.84,0.72
1710,2022-03-15 06:00:00,9.04,10.23,280.38,17.31,40.41,1.13
1711,2022-03-15 07:00:00,9.52,10.23,283.72,19.36,43.99,1.42
1712,2022-03-15 08:00:00,8.29,8.78,290.39,19.54,45.06,1.42
1713,2022-03-15 09:00:00,7.45,7.88,290.39,17.65,43.99,1.42
1714,2022-03-15 10:00:00,6.86,7.28,287.06,15.08,45.06,1.34
1715,2022-03-15 11:00:00,5.97,6.37,280.38,12.51,52.21,1.16
1716,2022-03-15 12:00:00,5.51,5.91,277.04,11.14,59.37,1.0
1717,2022-03-15 13:00:00,4.33,4.63,270.37,9.08,77.25,0.75
1718,2022-03-15 14:00:00,4.05,4.32,270.37,9.17,81.54,0.72
1719,2022-03-15 15:00:00,4.04,4.32,270.37,10.02,80.82,0.73
1720,2022-03-15 16:00:00,4.39,4.77,277.04,14.05,72.24,0.89
1721,2022-03-15 17:00:00,5.14,5.78,287.06,21.08,57.22,1.09
1722,2022-03-15 18:00:00,6.02,7.04,300.41,26.73,44.35,1.28
1723,2022-03-15 19:00:00,7.23,8.8,313.76,30.85,33.97,1.45
1724,2022-03-15 20:00:00,8.61,10.62,323.77,34.62,24.32,1.43
1725,2022-03-15 21:00:00,10.05,12.26,337.12,38.04,16.45,1.37
1726,2022-03-15 22:00:00,11.14,13.38,350.48,39.76,12.16,1.24
1727,2022-03-15 23:00:00,11.66,13.76,350.48,35.64,11.62,0.9
1728,2022-03-16 00:00:00,12.21,13.93,343.8,30.85,10.19,0.63
1729,2022-03-16 01:00:00,13.16,14.75,333.79,27.76,8.58,0.51
1730,2022-03-16 02:00:00,14.26,15.93,320.43,24.68,9.48,0.47
1731,2022-03-16 03:00:00,15.08,16.66,307.08,21.25,14.66,0.45
1732,2022-03-16 04:00:00,15.68,17.03,297.07,17.14,26.11,0.48
